236.41,1,0,3,217
236.51,1,0,3,217
236.61,1,0,3,217
236.71,1,0,4,0
236.81,0,0,4,0
236.91,0,0,4,0
237.01,0,0,4,0
237.11,0,0,4,0
237.21,0,0,5,0
237.22,0,0,5,0
237.32,0,0,5,0
237.42,0,0,5,0
237.52,0,0,5,0
237.62,0,0,5,0
237.79,0,0,7,0
237.89,0,0,7,0
237.99,0,0,7,0
238.10,0,0,7,0
238.20,1,0,7,0
238.30,1,0,7,0
238.40,1,0,7,0
238.50,1,0,7,0
238.60,1,0,7,0
238.70,1,0,7,0
238.80,1,0,7,0
238.80,0,0,7,0
239.33,1,0,3,218
239.43,0,0,3,218
239.54,0,0,3,218
239.63,0,0,4,0
239.74,0,0,4,0
239.84,0,0,4,0
239.94,0,0,4,0
240.04,0,0,4,0
240.14,0,0,5,0
240.24,0,0,5,0
240.34,0,0,5,0
240.44,0,0,5,0
240.54,0,0,5,0
240.64,0,0,5,0
240.81,0,0,7,0
240.91,0,0,7,0
241.01,0,0,7,0
241.11,1,0,7,0
241.21,1,0,7,0
241.31,1,0,7,0
241.41,1,0,7,0
241.51,1,0,7,0
241.62,1,0,7,0
241.72,1,0,7,0
241.82,1,2,7,0
241.92,1,2,7,0
242.02,1,2,7,0
242.12,1,2,7,0
242.22,1,2,7,0
242.32,1,2,7,0
242.42,1,0,7,0
242.52,1,0,7,0
242.62,1,2,7,0
242.72,1,2,7,0
242.82,1,0,7,0
242.92,1,0,7,0
243.02,1,0,7,0
243.12,1,0,7,0
243.22,1,0,7,0
243.32,1,0,7,0
243.32,0,0,7,0
245.28,1,0,3,364
245.38,1,0,3,364
245.48,1,0,3,364
245.58,1,0,3,364
245.68,1,2,4,0
245.78,1,2,4,0
245.88,0,0,4,0
245.98,0,0,4,0
246.08,0,0,4,0
246.18,0,0,4,0
246.28,0,0,5,0
246.38,0,0,5,0
246.48,0,0,5,0
246.58,0,0,5,0
246.68,0,0,5,0
246.86,0,0,7,0
246.96,0,0,7,0
247.06,1,0,7,0
247.16,1,0,7,0
247.26,1,0,7,0
247.36,1,0,7,0
247.46,1,0,7,0
247.56,1,0,7,0
247.66,1,0,7,0
247.76,1,0,7,0
247.86,1,0,7,0
247.96,1,2,7,0
248.06,1,2,7,0
248.16,1,0,7,0
248.26,1,0,7,0
248.36,1,0,7,0
248.46,1,0,7,0
248.56,1,0,7,0
248.66,1,2,7,0
248.76,1,0,7,0
248.86,1,0,7,0
248.96,1,2,7,0
249.06,1,2,7,0
249.16,1,2,7,0
249.26,1,0,7,0
249.26,0,0,7,0
251.70,1,0,3,238
251.80,1,0,3,238
251.90,1,0,3,238
252.01,1,0,4,0
252.10,1,0,4,0
252.21,1,2,4,0
252.30,1,2,4,0
252.40,0,0,4,0
252.51,0,0,5,0
252.61,0,0,5,0
252.71,0,0,5,0
252.81,0,0,5,0
252.91,0,0,5,0
253.08,1,0,7,0
253.18,1,0,7,0
253.28,1,0,7,0
253.38,1,0,7,0
253.48,1,2,7,0
